referrer,views_total,views_unique
github.com,7261,897
Google,5223,1453
docs.monai.io,452,138
monai.io,154,40
cn.bing.com,137,54
paperswithcode.com,132,38
Baidu,78,37
Bing,59,25
medium.com,40,5
link.csdn.net,37,5
