time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-31 00:00:00+00:00,1235,245,960,471
2025-11-01 00:00:00+00:00,1256,259,1193,573
2025-11-02 00:00:00+00:00,332,85,1063,527
2025-11-03 00:00:00+00:00,1498,166,2939,949
2025-11-04 00:00:00+00:00,1269,117,2854,1125
2025-11-05 00:00:00+00:00,761,138,2390,848
2025-11-06 00:00:00+00:00,888,242,2254,890
2025-11-07 00:00:00+00:00,2528,169,1717,701
2025-11-08 00:00:00+00:00,1277,111,850,408
2025-11-09 00:00:00+00:00,1332,123,1029,446
2025-11-10 00:00:00+00:00,1798,107,2049,779
2025-11-11 00:00:00+00:00,1032,144,1697,690
2025-11-12 00:00:00+00:00,1451,119,2085,798
2025-11-13 00:00:00+00:00,2158,125,1987,757
2025-11-14 00:00:00+00:00,773,62,827,299
