referrer,views_total,views_unique
Google,4023,1699
docs.monai.io,2285,605
github.com,1308,241
monai.io,470,124
Bing,257,110
chatgpt.com,201,78
cn.bing.com,172,67
paperswithcode.com,78,28
DuckDuckGo,59,30
pypi.org,52,10
