referrer,views_total,views_unique
docs.monai.io,6322,747
Google,6183,1784
github.com,2424,301
Bing,646,166
monai.io,503,122
paperswithcode.com,216,26
cn.bing.com,211,81
DuckDuckGo,132,22
Baidu,105,24
pypi.org,70,8
