referrer,views_total,views_unique
Google,5362,1597
github.com,2089,379
monai.io,511,145
docs.monai.io,349,120
DuckDuckGo,140,39
Bing,118,38
paperswithcode.com,104,38
cn.bing.com,69,39
statics.teams.cdn.office.net,36,11
presearch.com,34,1
