referrer,views_total,views_unique
Google,6868,1963
docs.monai.io,6361,744
github.com,2174,309
Bing,820,184
monai.io,676,139
paperswithcode.com,182,47
cn.bing.com,100,59
Baidu,76,29
pypi.org,50,6
conferences.miccai.org,45,15
