referrer,views_total,views_unique
github.com,2474,636
Google,2037,1253
Bing,380,148
monai.readthedocs.io,347,143
chatgpt.com,163,87
project-monai.github.io,58,31
conferences.miccai.org,57,18
DuckDuckGo,42,19
doubao.com,33,19
search.brave.com,29,18
