referrer,views_total,views_unique
Google,5356,1950
docs.monai.io,2601,737
github.com,1079,246
monai.io,477,140
Bing,402,163
chatgpt.com,304,127
cn.bing.com,120,65
DuckDuckGo,104,39
ecosia.org,66,7
paperswithcode.com,61,17
