referrer,views_total,views_unique
Google,4246,1725
docs.monai.io,2136,645
github.com,859,260
chatgpt.com,336,156
monai.io,316,119
Bing,271,128
cn.bing.com,208,81
Baidu,85,52
search.brave.com,65,18
DuckDuckGo,62,26
