time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-06 00:00:00+00:00,155,15,258,84
2024-01-07 00:00:00+00:00,242,71,771,160
2024-01-08 00:00:00+00:00,358,69,1689,379
2024-01-09 00:00:00+00:00,523,57,1830,426
2024-01-10 00:00:00+00:00,377,58,2005,420
2024-01-11 00:00:00+00:00,417,60,2126,447
2024-01-12 00:00:00+00:00,379,63,1809,382
2024-01-13 00:00:00+00:00,165,43,750,174
2024-01-14 00:00:00+00:00,308,84,890,189
2024-01-15 00:00:00+00:00,619,53,2189,419
2024-01-16 00:00:00+00:00,292,57,1937,432
2024-01-17 00:00:00+00:00,380,42,2075,420
2024-01-18 00:00:00+00:00,502,66,2372,442
2024-01-19 00:00:00+00:00,356,76,1802,371
2024-01-20 00:00:00+00:00,15,8,438,86
