referrer,views_total,views_unique
Google,6819,1813
github.com,2202,349
docs.monai.io,1189,128
monai.io,1130,181
Bing,668,170
paperswithcode.com,344,77
cn.bing.com,219,78
conferences.miccai.org,158,24
DuckDuckGo,104,26
pypi.org,87,7
