time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-13 00:00:00+00:00,557,93,589,271
2026-02-14 00:00:00+00:00,616,143,736,272
2026-02-15 00:00:00+00:00,1800,202,793,228
2026-02-16 00:00:00+00:00,2061,154,676,295
2026-02-17 00:00:00+00:00,1875,178,1009,395
2026-02-18 00:00:00+00:00,750,179,1229,406
2026-02-19 00:00:00+00:00,2812,193,1171,387
2026-02-20 00:00:00+00:00,3000,188,1470,392
2026-02-21 00:00:00+00:00,3369,240,969,292
2026-02-22 00:00:00+00:00,2992,245,922,314
2026-02-23 00:00:00+00:00,1738,130,1600,492
2026-02-24 00:00:00+00:00,2303,153,1385,503
2026-02-25 00:00:00+00:00,1530,164,1164,457
2026-02-26 00:00:00+00:00,1452,130,1437,492
