referrer,views_total,views_unique
Google,6870,1734
github.com,2645,344
monai.io,1115,184
docs.monai.io,749,116
Bing,630,135
cn.bing.com,151,66
paperswithcode.com,140,40
DuckDuckGo,122,21
notebooks.githubusercontent.com,76,7
link.zhihu.com,74,13
