referrer,views_total,views_unique
github.com,1419,672
Google,1026,692
monai.readthedocs.io,172,93
chatgpt.com,128,63
Bing,123,60
search.brave.com,29,9
arxiv.org,28,24
DuckDuckGo,28,13
linkedin.com,26,9
t.co,19,18
