time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-22 00:00:00+00:00,1468,215,576,238
2026-03-23 00:00:00+00:00,1740,479,1082,453
2026-03-24 00:00:00+00:00,1632,149,1154,504
2026-03-25 00:00:00+00:00,1585,136,1018,451
2026-03-26 00:00:00+00:00,975,229,965,384
2026-03-27 00:00:00+00:00,1747,436,1257,431
2026-03-28 00:00:00+00:00,1570,238,545,308
2026-03-29 00:00:00+00:00,2666,359,768,336
2026-03-30 00:00:00+00:00,1261,236,1083,466
2026-03-31 00:00:00+00:00,1896,250,1081,465
2026-04-01 00:00:00+00:00,2266,296,852,396
2026-04-02 00:00:00+00:00,4979,306,1827,474
2026-04-03 00:00:00+00:00,1319,179,952,380
2026-04-04 00:00:00+00:00,725,154,754,305
