referrer,views_total,views_unique
github.com,2333,611
Google,2027,1198
Bing,373,134
monai.readthedocs.io,340,137
chatgpt.com,163,82
conferences.miccai.org,70,21
project-monai.github.io,64,31
DuckDuckGo,41,20
pypi.org,31,6
search.brave.com,29,17
