referrer,views_total,views_unique
Google,4578,1476
github.com,2706,415
monai.io,566,168
docs.monai.io,368,121
cn.bing.com,190,60
paperswithcode.com,133,48
Bing,122,50
DuckDuckGo,40,17
statics.teams.cdn.office.net,39,16
Baidu,25,18
