time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-15 00:00:00+00:00,509,43,700,223
2025-07-16 00:00:00+00:00,129,57,1189,450
2025-07-17 00:00:00+00:00,181,51,1122,445
2025-07-18 00:00:00+00:00,1256,91,1406,447
2025-07-19 00:00:00+00:00,891,56,485,228
2025-07-20 00:00:00+00:00,805,130,444,200
2025-07-21 00:00:00+00:00,304,54,1153,415
2025-07-22 00:00:00+00:00,1392,39,1379,463
2025-07-23 00:00:00+00:00,712,53,1065,486
2025-07-24 00:00:00+00:00,1387,53,1214,550
2025-07-25 00:00:00+00:00,768,74,1084,369
2025-07-26 00:00:00+00:00,1292,47,491,180
2025-07-27 00:00:00+00:00,298,123,427,169
2025-07-28 00:00:00+00:00,104,63,1069,414
2025-07-29 00:00:00+00:00,102,38,502,214
