referrer,views_total,views_unique
Google,7312,2035
docs.monai.io,6399,777
github.com,2392,302
monai.io,758,139
Bing,738,185
paperswithcode.com,242,41
cn.bing.com,177,98
pypi.org,122,11
DuckDuckGo,94,23
conferences.miccai.org,58,18
