referrer,views_total,views_unique
github.com,6256,861
Google,4154,1331
docs.monai.io,292,118
paperswithcode.com,154,53
cn.bing.com,84,36
monai.io,76,26
Bing,60,29
DuckDuckGo,42,23
pypi.org,32,3
statics.teams.cdn.office.net,31,16
