referrer,views_total,views_unique
Google,2565,980
docs.monai.io,1552,438
github.com,672,204
Bing,325,105
chatgpt.com,205,74
monai.io,155,72
cn.bing.com,107,52
DuckDuckGo,67,25
linkedin.com,51,41
pypi.org,48,10
