url_path,views_total,views_unique
/Project-MONAI/MONAI,2167,1419
/Project-MONAI/MONAI/tree/dev/monai,1417,411
/Project-MONAI/MONAI/tree/dev/monai/networks,424,125
/Project-MONAI/MONAI/tree/dev/monai/networks/nets,384,119
/Project-MONAI/MONAI/issues,333,140
/Project-MONAI/MONAI/blob/96bfda00c6bd290297f5e3514ea227c6be4d08b4/monai/losses/dice.py,326,95
/Project-MONAI/MONAI/tree/dev/monai/transforms,260,69
/Project-MONAI/MONAI/blob/dev/monai/networks/nets/swin_unetr.py,257,53
/Project-MONAI/MONAI/pulls,206,38
/Project-MONAI/MONAI/pull/7835,180,9
