referrer,views_total,views_unique
Google,4968,1267
github.com,2266,313
monai.io,597,125
docs.monai.io,558,87
Bing,523,117
cn.bing.com,173,80
discuss.pytorch.org,162,6
conferences.miccai.org,128,29
paperswithcode.com,89,42
yandex.ru,67,4
