referrer,views_total,views_unique
Google,4625,1716
docs.monai.io,2299,609
github.com,1113,272
Bing,495,165
chatgpt.com,394,185
monai.io,324,131
cn.bing.com,265,95
DuckDuckGo,69,31
Baidu,68,16
conferences.miccai.org,37,22
