referrer,views_total,views_unique
Google,7477,1781
github.com,3415,401
monai.io,946,153
docs.monai.io,799,125
Bing,436,143
cn.bing.com,311,110
paperswithcode.com,249,67
statics.teams.cdn.office.net,128,15
pypi.org,93,13
chatplus.njust.edu.cn,61,1
