referrer,views_total,views_unique
github.com,5064,814
Google,3258,1096
docs.monai.io,235,113
paperswithcode.com,139,51
cn.bing.com,137,28
monai.io,80,29
Bing,80,25
DuckDuckGo,56,21
linkedin.com,40,18
statics.teams.cdn.office.net,34,5
