time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-12 00:00:00+00:00,57,9,341,115
2024-10-13 00:00:00+00:00,169,17,686,207
2024-10-14 00:00:00+00:00,262,24,1546,462
2024-10-15 00:00:00+00:00,388,25,1739,539
2024-10-16 00:00:00+00:00,279,26,1791,553
2024-10-17 00:00:00+00:00,113,22,2261,616
2024-10-18 00:00:00+00:00,119,22,2162,575
2024-10-19 00:00:00+00:00,23,12,600,228
2024-10-20 00:00:00+00:00,26,18,605,227
2024-10-21 00:00:00+00:00,84,18,1422,496
2024-10-22 00:00:00+00:00,425,22,1707,573
2024-10-23 00:00:00+00:00,492,30,1720,537
2024-10-24 00:00:00+00:00,295,25,1769,536
2024-10-25 00:00:00+00:00,291,19,1460,447
2024-10-26 00:00:00+00:00,4,2,266,110
