time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-14 00:00:00+00:00,128,42,818,271
2025-04-15 00:00:00+00:00,261,55,1730,514
2025-04-16 00:00:00+00:00,1474,68,1338,500
2025-04-17 00:00:00+00:00,204,54,1296,451
2025-04-18 00:00:00+00:00,188,52,1172,395
2025-04-19 00:00:00+00:00,110,35,539,228
2025-04-20 00:00:00+00:00,1184,102,610,226
2025-04-21 00:00:00+00:00,1715,61,1131,401
2025-04-22 00:00:00+00:00,591,68,1435,487
2025-04-23 00:00:00+00:00,1672,63,1444,581
2025-04-24 00:00:00+00:00,727,63,2948,705
2025-04-25 00:00:00+00:00,342,63,1194,404
2025-04-26 00:00:00+00:00,506,38,620,227
2025-04-27 00:00:00+00:00,250,86,740,272
2025-04-28 00:00:00+00:00,59,18,642,198
