referrer,views_total,views_unique
Google,5595,1884
github.com,2669,414
docs.monai.io,440,126
monai.io,439,134
Bing,205,83
cn.bing.com,173,79
Baidu,140,57
paperswithcode.com,136,54
DuckDuckGo,61,19
statics.teams.cdn.office.net,49,19
