referrer,views_total,views_unique
Google,5321,2056
github.com,1208,401
monai.readthedocs.io,525,162
Bing,409,189
chatgpt.com,200,91
search.brave.com,144,54
statics.teams.cdn.office.net,74,30
pypi.org,73,10
monai-dev.readthedocs.io,67,16
doubao.com,66,21
