referrer,views_total,views_unique
Google,6413,1665
github.com,2497,317
monai.io,964,152
docs.monai.io,787,108
Bing,456,123
cn.bing.com,129,54
paperswithcode.com,101,37
link.zhihu.com,50,7
colab.research.google.com,47,12
DuckDuckGo,46,18
