referrer,views_total,views_unique
Google,6947,1925
github.com,2426,463
docs.monai.io,1145,125
monai.io,738,149
Bing,593,166
cn.bing.com,352,116
paperswithcode.com,155,30
in.search.yahoo.com,134,4
conferences.miccai.org,129,21
DuckDuckGo,116,39
