referrer,views_total,views_unique
github.com,5400,809
Google,3865,1333
docs.monai.io,288,121
paperswithcode.com,210,64
cn.bing.com,88,57
monai.io,86,25
Bing,83,27
DuckDuckGo,71,29
Baidu,30,14
pypi.org,24,4
