referrer,views_total,views_unique
Google,3734,1514
github.com,1365,389
monai.readthedocs.io,349,148
Bing,347,137
chatgpt.com,130,86
search.brave.com,92,36
DuckDuckGo,49,21
claude.ai,39,13
project-monai.github.io,37,22
statics.teams.cdn.office.net,35,10
