referrer,views_total,views_unique
Google,8272,1894
github.com,2359,382
docs.monai.io,990,145
monai.io,773,180
Bing,550,147
cn.bing.com,295,81
paperswithcode.com,261,73
DuckDuckGo,75,17
conferences.miccai.org,65,16
statics.teams.cdn.office.net,62,12
