referrer,views_total,views_unique
Google,4635,1670
github.com,2762,416
monai.io,660,176
docs.monai.io,260,99
paperswithcode.com,217,53
Bing,185,62
cn.bing.com,97,53
DuckDuckGo,79,18
statics.teams.cdn.office.net,67,14
discuss.pytorch.org,36,18
