time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-28 00:00:00+00:00,3664,361,1031,608
2026-07-29 00:00:00+00:00,6224,363,1017,543
2026-07-30 00:00:00+00:00,4850,485,985,521
2026-07-31 00:00:00+00:00,6867,591,727,353
2026-08-01 00:00:00+00:00,8017,789,534,249
2026-08-02 00:00:00+00:00,6352,513,511,277
2026-08-03 00:00:00+00:00,11113,400,1011,573
2026-08-04 00:00:00+00:00,5263,494,799,359
2026-08-05 00:00:00+00:00,12230,925,899,365
2026-08-06 00:00:00+00:00,16627,870,732,283
2026-08-07 00:00:00+00:00,3756,391,700,227
2026-08-08 00:00:00+00:00,10073,489,561,242
2026-08-09 00:00:00+00:00,7040,837,458,188
2026-08-10 00:00:00+00:00,10244,971,634,251
