referrer,views_total,views_unique
github.com,7397,850
Google,5155,1470
docs.monai.io,260,109
paperswithcode.com,232,57
Bing,149,49
cn.bing.com,94,34
DuckDuckGo,54,25
monai.io,48,22
Baidu,33,11
statics.teams.cdn.office.net,24,12
