referrer,views_total,views_unique
Google,7200,1849
github.com,2316,379
docs.monai.io,1094,124
monai.io,1012,172
paperswithcode.com,643,56
Bing,612,155
cn.bing.com,218,97
conferences.miccai.org,144,22
link.zhihu.com,99,15
Baidu,87,15
