referrer,views_total,views_unique
Google,6118,2000
github.com,3711,482
monai.io,748,199
docs.monai.io,538,124
Bing,267,103
paperswithcode.com,209,78
cn.bing.com,181,76
DuckDuckGo,93,21
linkedin.com,50,16
statics.teams.cdn.office.net,47,27
