time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-25 00:00:00+00:00,159,38,1081,218
2024-04-26 00:00:00+00:00,474,81,1853,404
2024-04-27 00:00:00+00:00,190,37,1087,206
2024-04-28 00:00:00+00:00,326,103,997,266
2024-04-29 00:00:00+00:00,520,71,1910,452
2024-04-30 00:00:00+00:00,645,95,1890,466
2024-05-01 00:00:00+00:00,198,54,1306,365
2024-05-02 00:00:00+00:00,1626,41,1777,385
2024-05-03 00:00:00+00:00,293,43,1377,367
2024-05-04 00:00:00+00:00,51,28,721,193
2024-05-05 00:00:00+00:00,161,79,828,196
2024-05-06 00:00:00+00:00,430,48,2352,420
2024-05-07 00:00:00+00:00,713,85,2074,462
2024-05-08 00:00:00+00:00,565,92,1842,425
2024-05-09 00:00:00+00:00,96,23,1098,182
